대지위치,건축면적,주구조,용도,지붕구조,사용승인년도
대전광역시 대덕구 석봉동 204-4,596.74,블록구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 204-5,112.62,철근콘크리트구조,단독주택,(철근)콘크리트,2021
대전광역시 대덕구 석봉동 204-6,122.63,벽돌구조,단독주택,(철근)콘크리트,1984
대전광역시 대덕구 석봉동 204-7,69.4,벽돌구조,단독주택,(철근)콘크리트,1979
대전광역시 대덕구 석봉동 204-8,219.45,벽돌구조,단독주택,기와,1993
대전광역시 대덕구 석봉동 204-9,76.69,벽돌구조,단독주택,(철근)콘크리트,1977
대전광역시 대덕구 석봉동 205-1,403.34,철근콘크리트구조,공동주택,(철근)콘크리트,2016
대전광역시 대덕구 석봉동 205-10,93.4,경량철골구조,단독주택,기타지붕,1980
대전광역시 대덕구 석봉동 205-13,78.78,벽돌구조,단독주택,(철근)콘크리트,1982
대전광역시 대덕구 석봉동 205-14,88.76,벽돌구조,단독주택,(철근)콘크리트,1982
대전광역시 대덕구 석봉동 205-17,126.75,일반철골구조,창고시설,기타지붕,2005
대전광역시 대덕구 석봉동 205-19,126.11,철근콘크리트구조,단독주택,(철근)콘크리트,2017
대전광역시 대덕구 석봉동 205-20,134.76,철근콘크리트구조,단독주택,(철근)콘크리트,1998
대전광역시 대덕구 석봉동 205-3,375.8,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2020
대전광역시 대덕구 석봉동 205-4,150.71,벽돌구조,단독주택,(철근)콘크리트,1997
대전광역시 대덕구 석봉동 205-5,111.01,벽돌구조,단독주택,(철근)콘크리트,1993
대전광역시 대덕구 석봉동 205-6,61.69,벽돌구조,단독주택,(철근)콘크리트,1978
대전광역시 대덕구 석봉동 205-7,895.32,철근콘크리트구조,공동주택,(철근)콘크리트,1991
대전광역시 대덕구 석봉동 205-9,246.76,철근콘크리트구조,단독주택,(철근)콘크리트,2023
대전광역시 대덕구 석봉동 206-10,192.24,철근콘크리트구조,단독주택,기타지붕,2016
대전광역시 대덕구 석봉동 206-11,71.01,벽돌구조,단독주택,(철근)콘크리트,1978
대전광역시 대덕구 석봉동 206-12,66.36,벽돌구조,단독주택,(철근)콘크리트,1982
대전광역시 대덕구 석봉동 206-13,167.33,벽돌구조,단독주택,(철근)콘크리트,1981
대전광역시 대덕구 석봉동 206-14,96.83,벽돌구조,단독주택,(철근)콘크리트,1997
대전광역시 대덕구 석봉동 206-15,96.69,블록구조,단독주택,(철근)콘크리트,1980
대전광역시 대덕구 석봉동 206-16,99.99,벽돌구조,단독주택,(철근)콘크리트,1989
대전광역시 대덕구 석봉동 206-17,61.33,벽돌구조,단독주택,기와,1976
대전광역시 대덕구 석봉동 206-19,56.61,벽돌구조,단독주택,(철근)콘크리트,1985
대전광역시 대덕구 석봉동 206-2,85.84,벽돌구조,단독주택,(철근)콘크리트,1985
대전광역시 대덕구 석봉동 206-20,75.37,벽돌구조,단독주택,(철근)콘크리트,1985
대전광역시 대덕구 석봉동 206-21,78.81,벽돌구조,단독주택,(철근)콘크리트,1985
대전광역시 대덕구 석봉동 206-24,81.4,벽돌구조,단독주택,(철근)콘크리트,1982
대전광역시 대덕구 석봉동 206-3,113.53,벽돌구조,단독주택,(철근)콘크리트,1996
대전광역시 대덕구 석봉동 206-5,99.94,벽돌구조,단독주택,슬레이트,1977
대전광역시 대덕구 석봉동 206-6,66.02,벽돌구조,단독주택,(철근)콘크리트,1978
대전광역시 대덕구 석봉동 206-7,110.3,일반목구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 206-8,104.36,벽돌구조,단독주택,(철근)콘크리트,1980
대전광역시 대덕구 석봉동 207-1,398.14,블록구조,단독주택,기와,1976
대전광역시 대덕구 석봉동 207-11,146.41,벽돌구조,단독주택,기와,1995
대전광역시 대덕구 석봉동 207-13,97.03,벽돌구조,단독주택,(철근)콘크리트,1980
대전광역시 대덕구 석봉동 207-14,77.19,벽돌구조,단독주택,(철근)콘크리트,1989
대전광역시 대덕구 석봉동 207-16,81.67,벽돌구조,단독주택,(철근)콘크리트,1993
대전광역시 대덕구 석봉동 207-18,55.08,벽돌구조,단독주택,(철근)콘크리트,1982
대전광역시 대덕구 석봉동 207-19,87.18,벽돌구조,단독주택,(철근)콘크리트,1994
대전광역시 대덕구 석봉동 207-2,96.61,벽돌구조,단독주택,(철근)콘크리트,1984
대전광역시 대덕구 석봉동 207-20,124.44,철근콘크리트구조,단독주택,(철근)콘크리트,1995
대전광역시 대덕구 석봉동 207-21,73.9,벽돌구조,단독주택,(철근)콘크리트,1981
대전광역시 대덕구 석봉동 207-22,121.75,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2020
대전광역시 대덕구 석봉동 207-24,219.64,벽돌구조,공동주택,(철근)콘크리트,1988
대전광역시 대덕구 석봉동 207-27,219.64,벽돌구조,공동주택,(철근)콘크리트,1988
대전광역시 대덕구 석봉동 207-28,204.96,벽돌구조,공동주택,(철근)콘크리트,1989
대전광역시 대덕구 석봉동 207-29,204.96,벽돌구조,공동주택,(철근)콘크리트,1989
대전광역시 대덕구 석봉동 207-3,219.64,벽돌구조,공동주택,(철근)콘크리트,1988
대전광역시 대덕구 석봉동 207-31,204.96,벽돌구조,공동주택,(철근)콘크리트,1989
대전광역시 대덕구 석봉동 207-4,219.64,벽돌구조,공동주택,(철근)콘크리트,1988
대전광역시 대덕구 석봉동 207-6,168.99,철근콘크리트구조,단독주택,(철근)콘크리트,2002
대전광역시 대덕구 석봉동 207-7,87.21,벽돌구조,단독주택,(철근)콘크리트,1993
대전광역시 대덕구 석봉동 207-8,86.47,벽돌구조,단독주택,(철근)콘크리트,1980
대전광역시 대덕구 석봉동 207-9,204.96,벽돌구조,공동주택,(철근)콘크리트,1989
대전광역시 대덕구 석봉동 22-4,98.84,기타조적구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 22-5,50.91,기타조적구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 235,51.57,기타조적구조,단독주택,슬레이트,1980
대전광역시 대덕구 석봉동 24,11.47,블록구조,제2종근린생활시설,기와,1980
대전광역시 대덕구 석봉동 256-7,109.56,일반목구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 267,42.9,기타조적구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 27,29.75,기타조적구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 280,237.6,블록구조,동.식물관련시설,슬레이트,1980
대전광역시 대덕구 석봉동 286,70.76,벽돌구조,단독주택,(철근)콘크리트,1978
대전광역시 대덕구 석봉동 286-1,68.43,일반목구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 290,125.62,일반목구조,단독주택,슬레이트,1980
대전광역시 대덕구 석봉동 303,60.02,철근콘크리트구조,제2종근린생활시설,기타지붕,1993
대전광역시 대덕구 석봉동 303-2,62.11,철근콘크리트구조,공장,(철근)콘크리트,1994
대전광역시 대덕구 석봉동 303-3,99.98,철근콘크리트구조,제2종근린생활시설,기타지붕,2004
대전광역시 대덕구 석봉동 305-10,98.52,벽돌구조,단독주택,기타지붕,1976
대전광역시 대덕구 석봉동 305-11,70.5,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2015
대전광역시 대덕구 석봉동 305-12,87.4,벽돌구조,제2종근린생활시설,기와,1976
대전광역시 대덕구 석봉동 305-14,133.88,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1996
대전광역시 대덕구 석봉동 305-19,244.2,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1995
대전광역시 대덕구 석봉동 305-2,127.03,벽돌구조,단독주택,기타지붕,1996
대전광역시 대덕구 석봉동 305-23,102.91,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1980
대전광역시 대덕구 석봉동 305-26,80.43,벽돌구조,단독주택,(철근)콘크리트,1990
대전광역시 대덕구 석봉동 305-27,73.045,벽돌구조,단독주택,(철근)콘크리트,1995
대전광역시 대덕구 석봉동 305-28,141.4,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1981
대전광역시 대덕구 석봉동 305-29,107.83,기타조적구조,단독주택,기타지붕,2000
대전광역시 대덕구 석봉동 305-3,71.89,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1995
대전광역시 대덕구 석봉동 305-31,97.05,벽돌구조,단독주택,기와,1992
대전광역시 대덕구 석봉동 305-32,93.9,경량철골구조,단독주택,기타지붕,2001
대전광역시 대덕구 석봉동 305-33,86.7,벽돌구조,단독주택,(철근)콘크리트,1994
대전광역시 대덕구 석봉동 305-34,53.22,벽돌구조,단독주택,(철근)콘크리트,1994
대전광역시 대덕구 석봉동 305-35,68.82,벽돌구조,단독주택,(철근)콘크리트,1989
대전광역시 대덕구 석봉동 305-36,128.64,철근콘크리트구조,노유자시설,(철근)콘크리트,2021
대전광역시 대덕구 석봉동 305-37,139.06,벽돌구조,단독주택,기와,1995
대전광역시 대덕구 석봉동 305-38,433.26,철근콘크리트구조,공동주택,(철근)콘크리트,1998
대전광역시 대덕구 석봉동 305-39,184.99,기타조적구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 305-4,82.62,경량철골구조,제2종근린생활시설,기타지붕,1996
대전광역시 대덕구 석봉동 305-41,152.34,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2020
대전광역시 대덕구 석봉동 305-43,91.62,경량철골구조,단독주택,기타지붕,2004
대전광역시 대덕구 석봉동 305-44,78.03,경량철골구조,단독주택,기타지붕,2004
대전광역시 대덕구 석봉동 305-46,74.46,벽돌구조,단독주택,(철근)콘크리트,1994
대전광역시 대덕구 석봉동 305-48,89.66,벽돌구조,단독주택,(철근)콘크리트,1991
대전광역시 대덕구 석봉동 305-5,53.74,벽돌구조,단독주택,기와,1976
대전광역시 대덕구 석봉동 305-52,93.79,벽돌구조,단독주택,기와,1988
대전광역시 대덕구 석봉동 305-53,113.1,철근콘크리트구조,단독주택,(철근)콘크리트,2010
대전광역시 대덕구 석봉동 305-6,87.07,벽돌구조,단독주택,(철근)콘크리트,1994
대전광역시 대덕구 석봉동 305-7,78.98,벽돌구조,단독주택,(철근)콘크리트,1997
대전광역시 대덕구 석봉동 305-8,80.28,벽돌구조,단독주택,(철근)콘크리트,1994
대전광역시 대덕구 석봉동 306-1,73.65,철근콘크리트구조,단독주택,(철근)콘크리트,2004
대전광역시 대덕구 석봉동 306-11,98.73,벽돌구조,단독주택,(철근)콘크리트,1995
대전광역시 대덕구 석봉동 306-13,94.57,일반목구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 306-14,67.0,벽돌구조,단독주택,(철근)콘크리트,1980
대전광역시 대덕구 석봉동 306-15,238.93,블록구조,단독주택,슬레이트,1984
대전광역시 대덕구 석봉동 306-16,78.05,벽돌구조,단독주택,(철근)콘크리트,1989
대전광역시 대덕구 석봉동 306-17,233.98,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 대덕구 석봉동 306-19,71.16,벽돌구조,단독주택,(철근)콘크리트,2001
대전광역시 대덕구 석봉동 306-2,175.24,일반철골구조,제2종근린생활시설,기타지붕,2002
대전광역시 대덕구 석봉동 306-20,113.085,벽돌구조,단독주택,(철근)콘크리트,1992
대전광역시 대덕구 석봉동 306-22,115.66,벽돌구조,단독주택,(철근)콘크리트,1989
대전광역시 대덕구 석봉동 306-23,92.79,벽돌구조,단독주택,(철근)콘크리트,1997
대전광역시 대덕구 석봉동 306-24,111.72,벽돌구조,단독주택,(철근)콘크리트,1992
대전광역시 대덕구 석봉동 306-26,187.44,철근콘크리트구조,단독주택,(철근)콘크리트,2003
대전광역시 대덕구 석봉동 306-27,99.72,벽돌구조,단독주택,(철근)콘크리트,1995
대전광역시 대덕구 석봉동 306-28,92.72,벽돌구조,단독주택,기와,1993
대전광역시 대덕구 석봉동 306-30,58.6,벽돌구조,단독주택,(철근)콘크리트,1993
대전광역시 대덕구 석봉동 306-31,0.0,블록구조,단독주택,슬레이트,1980
대전광역시 대덕구 석봉동 306-32,197.87,벽돌구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 306-34,69.08,벽돌구조,단독주택,(철근)콘크리트,1985
대전광역시 대덕구 석봉동 306-35,60.8,철근콘크리트구조,단독주택,(철근)콘크리트,1985
대전광역시 대덕구 석봉동 306-36,120.45,철근콘크리트구조,단독주택,(철근)콘크리트,2002
대전광역시 대덕구 석봉동 306-37,134.545,철근콘크리트구조,단독주택,(철근)콘크리트,1997
대전광역시 대덕구 석봉동 306-39,56.2,기타조적구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 306-4,125.82,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 대덕구 석봉동 306-41,120.17,철근콘크리트구조,단독주택,(철근)콘크리트,2018
대전광역시 대덕구 석봉동 306-5,172.92,철근콘크리트구조,단독주택,(철근)콘크리트,1995
대전광역시 대덕구 석봉동 306-6,110.69,철근콘크리트구조,단독주택,(철근)콘크리트,1996
대전광역시 대덕구 석봉동 306-7,194.58,철근콘크리트구조,단독주택,(철근)콘크리트,1993
대전광역시 대덕구 석봉동 306-8,107.11,벽돌구조,단독주택,(철근)콘크리트,1995
대전광역시 대덕구 석봉동 306-9,69.28,기타조적구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 307-13,87.58,벽돌구조,단독주택,(철근)콘크리트,1990
대전광역시 대덕구 석봉동 307-14,102.48,일반목구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 307-15,289.91,기타조적구조,단독주택,기와,1980
대전광역시 대덕구 석봉동 307-17,160.98,철근콘크리트구조,노유자시설,(철근)콘크리트,2005
대전광역시 대덕구 석봉동 307-18,192.07,벽돌구조,제2종근린생활시설,(철근)콘크리트,1980
대전광역시 대덕구 석봉동 307-2,70.18,일반목구조,단독주택,기타지붕,2015
대전광역시 대덕구 석봉동 307-20,277.7,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 대덕구 석봉동 307-22,179.06,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1993
대전광역시 대덕구 석봉동 307-25,103.24,경량철골구조,단독주택,기타지붕,2014
대전광역시 대덕구 석봉동 307-27,94.06,벽돌구조,단독주택,(철근)콘크리트,1991
대전광역시 대덕구 석봉동 307-28,178.92,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 대덕구 석봉동 307-3,60.0,벽돌구조,단독주택,(철근)콘크리트,1986
대전광역시 대덕구 석봉동 307-30,229.25,철근콘크리트구조,단독주택,(철근)콘크리트,2020
